 Timestamp, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3
 1.7081038998705757E9, -377.93932992219925, -1658.9597819447517, -2158.9694464206696, -368.12583243846893
 1.7081038998862045E9, -311.6383835077286, -1599.1213826537132, -2059.3983500003815, -399.4811536669731
 1.7081038998862045E9, -299.4313500523567, -1701.8040758371353, -2146.2837057709694, -222.59884536266327
 1.708103899886903E9, -366.2110036611557, -1696.0595895051956, -2183.8622205257416, -292.7294493317604
 1.708103899886903E9, -345.62659430503845, -1599.1213826537132, -2078.785991370678, -440.1712651848793
 1.7081038999005563E9, -286.26690220832825, -1664.7042682766914, -2108.705191016197, -276.6927583217621
 1.7081038999005563E9, -354.00397020578384, -1724.3033139705658, -2198.9414971470833, -247.4916194677353
 1.7081038999161868E9, -383.4444626569748, -1641.2476157546043, -2138.3850370645523, -449.74540907144547
 1.7081038999161868E9, -312.5957978963852, -1645.0772733092308, -2090.5143176317215, -361.18457812070847
 1.7081038999169295E9, -329.8292568922043, -1732.6806898713112, -2182.1867453455925, -203.2112039923668
 1.7081038999169295E9, -393.97602093219757, -1672.1242297887802, -2163.7565183639526, -369.08324682712555
 1.7081038999305873E9, -342.7543511390686, -1620.423852801323, -2078.785991370678, -414.799783885479
 1.7081038999305873E9, -328.6324889063835, -1725.9787891507149, -2159.448153614998, -230.49751406908035
 1.708103899946203E9, -402.1140432357788, -1721.431070804596, -2202.7711547017097, -303.97906839847565
 1.708103899946203E9, -386.5560594201088, -1634.545715034008, -2102.242643892765, -453.0963594317436
